"id","loyalty_status","purchase_frequency","purchase_amount","product_category"
710,"Silver","occasional",17393,"Books"
711,"Regular","rare",7957,"Electronics"
712,"Regular","rare",5785,"Books"
713,"Silver","occasional",7624,"Electronics"
714,"Regular","rare",6651,"Health"
715,"Silver","rare",15833,"Electronics"
716,"Silver","frequent",15568,"Clothing"
717,"Gold","occasional",14936,"Clothing"
718,"Regular","rare",2385,"Clothing"
719,"Regular","frequent",15872,"Food"
720,"Regular","frequent",20153,"Clothing"
721,"Regular","frequent",16182,"Clothing"
722,"Silver","frequent",2193,"Books"
723,"Regular","rare",7780,"Clothing"
724,"Regular","occasional",1964,"Clothing"
725,"Silver","rare",11850,"Clothing"
726,"Silver","rare",12800,"Books"
727,"Silver","rare",8172,"Books"
728,"Regular","rare",1797,"Books"
729,"Gold","rare",4051,"Food"
730,"Silver","frequent",9712,"Books"
731,"Regular","rare",17951,"Health"
732,"Silver","rare",10103,"Home"
733,"Gold","occasional",5355,"Clothing"
734,"Gold","rare",10685,"Clothing"
735,"Regular","frequent",11246,"Electronics"
736,"Silver","frequent",17328,"Clothing"
737,"Silver","rare",3803,"Food"
738,"Regular","frequent",5436,"Health"
739,"Regular","rare",4614,"Books"
740,"Silver","occasional",14201,"Electronics"
741,"Regular","frequent",10181,"Electronics"
742,"Silver","occasional",14883,"Food"
743,"Regular","occasional",21727,"Clothing"
744,"Silver","frequent",6760,"Electronics"
745,"Silver","rare",4845,"Books"
746,"Gold","occasional",9975,"Health"
747,"Silver","rare",9004,"Clothing"
748,"Regular","rare",5401,"Food"
749,"Regular","occasional",12120,"Electronics"
750,"Regular","rare",15795,"Electronics"
751,"Regular","occasional",2505,"Books"
752,"Silver","rare",13006,"Electronics"
753,"Silver","rare",14052,"Electronics"
754,"Silver","occasional",12296,"Electronics"
755,"Regular","rare",8902,"Health"
756,"Silver","rare",16519,"Books"
757,"Silver","occasional",6911,"Electronics"
758,"Regular","rare",4765,"Clothing"
759,"Regular","frequent",15849,"Clothing"
760,"Regular","rare",6599,"Electronics"
761,"Regular","rare",5559,"Health"
762,"Regular","rare",16680,"Home"
763,"Silver","rare",8760,"Electronics"
764,"Regular","rare",8351,"Electronics"
765,"Silver","rare",16457,"Books"
766,"Regular","frequent",17021,"Food"
767,"Regular","rare",7556,"Food"
768,"Silver","occasional",9722,"Books"
769,"Regular","rare",3529,"Electronics"
770,"Regular","occasional",1316,"Clothing"
771,"Regular","occasional",15499,"Books"
772,"Silver","occasional",8560,"Electronics"
773,"Regular","rare",12450,"Clothing"
774,"Silver","rare",9803,"Books"
775,"Regular","rare",15282,"Books"
776,"Regular","rare",6460,"Electronics"
777,"Gold","occasional",2735,"Electronics"
778,"Silver","occasional",10984,"Clothing"
779,"Regular","occasional",10916,"Clothing"
780,"Regular","occasional",13985,"Food"
781,"Regular","rare",11280,"Clothing"
782,"Gold","occasional",14676,"Electronics"
783,"Silver","rare",15349,"Clothing"
784,"Silver","rare",13308,"Home"
785,"Silver","occasional",2306,"Clothing"
786,"Regular","occasional",4065,"Electronics"
787,"Regular","frequent",7480,"Food"
788,"Regular","rare",14457,"Beauty"
789,"Regular","rare",15975,"Home"
790,"Silver","frequent",12862,"Home"
791,"Regular","frequent",6938,"Food"
792,"Regular","occasional",13613,"Electronics"
793,"Regular","rare",5768,"Electronics"
794,"Regular","frequent",7619,"Food"
795,"Gold","occasional",5665,"Electronics"
796,"Regular","occasional",2257,"Clothing"
797,"Regular","rare",4730,"Clothing"
798,"Regular","rare",17309,"Electronics"
799,"Regular","rare",8797,"Electronics"
800,"Regular","rare",8088,"Clothing"
801,"Gold","rare",14047,"Electronics"
802,"Regular","occasional",13872,"Food"
803,"Regular","rare",19936,"Health"
804,"Regular","rare",2516,"Clothing"
805,"Silver","rare",15312,"Electronics"
806,"Regular","occasional",3472,"Health"
807,"Regular","occasional",8592,"Electronics"
808,"Regular","rare",12897,"Food"
809,"Regular","frequent",10671,"Home"
810,"Regular","rare",3990,"Books"
811,"Regular","occasional",1869,"Electronics"
812,"Gold","rare",17125,"Clothing"
813,"Silver","frequent",13299,"Clothing"
814,"Regular","rare",8469,"Clothing"
815,"Gold","rare",10003,"Health"
816,"Regular","occasional",18636,"Beauty"
817,"Regular","occasional",11892,"Books"
818,"Silver","rare",19629,"Beauty"
819,"Regular","rare",8277,"Clothing"
820,"Regular","rare",8999,"Electronics"
821,"Regular","rare",6647,"Food"
822,"Gold","rare",5211,"Beauty"
823,"Regular","rare",8887,"Clothing"
824,"Regular","rare",15102,"Beauty"
825,"Gold","frequent",12880,"Electronics"
826,"Silver","rare",4888,"Clothing"
827,"Gold","rare",19827,"Electronics"
828,"Regular","occasional",2712,"Clothing"
829,"Silver","rare",8411,"Beauty"
830,"Gold","occasional",20754,"Electronics"
831,"Regular","rare",8313,"Health"
832,"Regular","occasional",3109,"Food"
833,"Gold","rare",11381,"Electronics"
834,"Regular","rare",17162,"Electronics"
835,"Silver","rare",3635,"Books"
836,"Silver","rare",17131,"Food"
837,"Regular","rare",7611,"Electronics"
838,"Gold","frequent",11288,"Books"
839,"Silver","rare",13940,"Food"
840,"Silver","occasional",13264,"Electronics"
841,"Gold","occasional",14496,"Home"
842,"Silver","occasional",3933,"Clothing"
843,"Silver","frequent",16316,"Food"
844,"Regular","rare",17188,"Health"
845,"Regular","frequent",7036,"Food"
846,"Regular","occasional",9556,"Books"
847,"Regular","frequent",11233,"Health"
848,"Regular","occasional",9797,"Clothing"
849,"Silver","occasional",7295,"Food"
850,"Regular","frequent",12356,"Electronics"
851,"Silver","rare",5425,"Food"
852,"Silver","occasional",11105,"Health"
853,"Regular","rare",5274,"Electronics"
854,"Gold","rare",8331,"Clothing"
855,"Gold","occasional",9314,"Electronics"
856,"Regular","frequent",5855,"Books"
857,"Regular","rare",9823,"Electronics"
858,"Regular","occasional",9131,"Food"
859,"Regular","occasional",14192,"Food"
860,"Silver","frequent",11068,"Clothing"
861,"Gold","rare",3336,"Electronics"
862,"Regular","frequent",14697,"Health"
863,"Regular","rare",11606,"Health"
864,"Regular","occasional",4278,"Books"
865,"Regular","rare",15250,"Clothing"
866,"Regular","occasional",10418,"Electronics"
867,"Silver","rare",10214,"Food"
868,"Regular","occasional",10539,"Food"
869,"Silver","rare",14005,"Food"
870,"Regular","frequent",14819,"Electronics"
871,"Silver","frequent",3105,"Electronics"
872,"Regular","occasional",10935,"Clothing"
873,"Regular","occasional",14062,"Electronics"
874,"Regular","occasional",19388,"Electronics"
875,"Silver","rare",6834,"Books"
876,"Gold","occasional",17827,"Food"
877,"Regular","occasional",14562,"Beauty"
878,"Gold","rare",11778,"Clothing"
879,"Regular","occasional",2791,"Books"
880,"Regular","frequent",16222,"Clothing"
881,"Silver","occasional",3712,"Beauty"
882,"Regular","rare",4501,"Home"
883,"Regular","occasional",11111,"Electronics"
884,"Regular","rare",15559,"Food"
885,"Regular","rare",2552,"Books"
886,"Regular","frequent",9107,"Food"
887,"Gold","occasional",13435,"Health"
888,"Regular","rare",4011,"Clothing"
889,"Silver","rare",11196,"Books"
890,"Gold","rare",5196,"Electronics"
891,"Gold","frequent",1704,"Food"
892,"Regular","rare",17386,"Food"
893,"Regular","occasional",12569,"Books"
894,"Silver","rare",7202,"Books"
895,"Regular","rare",4622,"Books"
896,"Regular","occasional",13410,"Electronics"
897,"Silver","rare",6529,"Books"
898,"Gold","occasional",10783,"Electronics"
899,"Silver","rare",4557,"Electronics"
900,"Regular","rare",8276,"Clothing"
901,"Regular","rare",1908,"Electronics"
902,"Regular","rare",1738,"Clothing"
903,"Gold","rare",12820,"Electronics"
904,"Silver","occasional",13494,"Food"
905,"Regular","rare",9127,"Health"
906,"Regular","rare",11937,"Health"
907,"Regular","occasional",10604,"Food"
908,"Regular","frequent",20868,"Electronics"
909,"Regular","occasional",10083,"Clothing"
910,"Silver","rare",15214,"Food"
911,"Regular","occasional",13133,"Electronics"
912,"Regular","frequent",7915,"Clothing"
913,"Regular","frequent",11831,"Health"
914,"Silver","frequent",14925,"Electronics"
915,"Regular","occasional",12335,"Electronics"
916,"Regular","occasional",4439,"Electronics"
917,"Regular","occasional",8696,"Food"
918,"Regular","frequent",7896,"Food"
919,"Regular","rare",8128,"Clothing"
920,"Silver","frequent",14004,"Books"
921,"Silver","rare",15024,"Home"
922,"Regular","rare",10042,"Clothing"
923,"Regular","frequent",13624,"Electronics"
924,"Regular","occasional",12723,"Books"
925,"Silver","rare",3347,"Clothing"
926,"Silver","occasional",8724,"Beauty"
927,"Regular","occasional",10411,"Electronics"
928,"Silver","frequent",8085,"Food"
929,"Regular","frequent",17678,"Food"
930,"Regular","rare",13482,"Food"
931,"Regular","rare",15473,"Food"
932,"Regular","rare",13963,"Health"
933,"Silver","frequent",10126,"Books"
934,"Regular","rare",14489,"Electronics"
935,"Regular","occasional",6070,"Electronics"
936,"Silver","rare",16643,"Electronics"
937,"Silver","occasional",7577,"Electronics"
938,"Regular","rare",10824,"Clothing"
939,"Silver","rare",3651,"Beauty"
940,"Regular","frequent",3479,"Food"
941,"Regular","frequent",5239,"Books"
942,"Regular","occasional",13091,"Clothing"
943,"Gold","occasional",11171,"Food"
944,"Regular","rare",12877,"Clothing"
945,"Regular","frequent",11659,"Electronics"
946,"Regular","rare",4375,"Clothing"
947,"Silver","occasional",18201,"Electronics"
948,"Silver","frequent",6065,"Health"
949,"Regular","rare",6667,"Electronics"
950,"Regular","occasional",6104,"Home"
951,"Regular","frequent",14979,"Electronics"
952,"Regular","occasional",4794,"Electronics"
953,"Silver","rare",10398,"Beauty"
954,"Regular","occasional",16804,"Electronics"
955,"Regular","occasional",3202,"Health"
956,"Regular","rare",9032,"Clothing"
957,"Regular","occasional",5741,"Health"
958,"Regular","rare",11191,"Clothing"
959,"Regular","rare",19835,"Clothing"
960,"Regular","rare",8804,"Food"
961,"Silver","rare",12079,"Electronics"
962,"Silver","rare",2201,"Food"
963,"Regular","rare",5231,"Electronics"
964,"Gold","occasional",9140,"Electronics"
965,"Regular","rare",7769,"Clothing"
966,"Regular","occasional",7865,"Electronics"
967,"Silver","frequent",9623,"Electronics"
968,"Regular","rare",8907,"Books"
969,"Regular","rare",10879,"Food"
970,"Regular","rare",12246,"Electronics"
971,"Regular","occasional",2159,"Beauty"
972,"Regular","rare",15077,"Electronics"
973,"Silver","occasional",5339,"Books"
974,"Regular","frequent",2230,"Food"
975,"Silver","rare",13867,"Clothing"
976,"Regular","rare",12892,"Clothing"
977,"Regular","frequent",3225,"Books"
978,"Silver","frequent",10701,"Clothing"
979,"Regular","rare",19474,"Clothing"
980,"Gold","rare",15618,"Health"
981,"Silver","occasional",10901,"Electronics"
982,"Regular","rare",6217,"Electronics"
983,"Silver","rare",7744,"Food"
984,"Regular","rare",4067,"Food"
985,"Regular","rare",2323,"Food"
986,"Regular","rare",3365,"Electronics"
987,"Regular","occasional",3124,"Food"
988,"Gold","occasional",3121,"Electronics"
989,"Silver","rare",19285,"Clothing"
990,"Regular","frequent",17164,"Clothing"
991,"Regular","frequent",6691,"Health"
992,"Regular","rare",1718,"Electronics"
993,"Silver","rare",3724,"Clothing"
994,"Silver","occasional",7321,"Electronics"
995,"Regular","occasional",3725,"Clothing"
996,"Regular","frequent",8090,"Electronics"
997,"Regular","frequent",7912,"Books"
998,"Regular","occasional",2561,"Electronics"
999,"Silver","occasional",19203,"Books"
1000,"Regular","occasional",1854,"Electronics"
1001,"Regular","occasional",4127,"Home"
1002,"Silver","rare",10761,"Health"
1003,"Regular","occasional",4438,"Electronics"
1004,"Silver","occasional",9545,"Food"
1005,"Gold","rare",4568,"Electronics"
1006,"Regular","rare",8412,"Clothing"
1007,"Regular","frequent",12799,"Books"
1008,"Gold","frequent",16246,"Health"
1009,"Silver","occasional",4967,"Health"
1010,"Regular","rare",2855,"Home"
1011,"Silver","occasional",5619,"Clothing"
1012,"Regular","rare",4695,"Electronics"
1013,"Regular","occasional",15883,"Electronics"
1014,"Regular","occasional",1890,"Books"
1015,"Silver","rare",13145,"Home"
1016,"Silver","rare",10159,"Food"
1017,"Regular","rare",10723,"Electronics"
1018,"Silver","occasional",3932,"Clothing"
1019,"Silver","rare",16571,"Electronics"
1020,"Regular","frequent",5712,"Clothing"
1021,"Silver","rare",1838,"Electronics"
1022,"Silver","rare",15850,"Clothing"
1023,"Regular","rare",7472,"Electronics"
1024,"Silver","frequent",9676,"Food"
1025,"Regular","occasional",9169,"Health"
1026,"Regular","frequent",15376,"Home"
1027,"Regular","rare",12076,"Food"
1028,"Regular","rare",16734,"Health"
1029,"Regular","rare",15863,"Food"
1030,"Regular","occasional",14023,"Electronics"
1031,"Regular","rare",9537,"Food"
1032,"Gold","occasional",18345,"Food"
1033,"Regular","rare",9602,"Health"
1034,"Regular","occasional",9199,"Health"
1035,"Silver","occasional",3475,"Food"
1036,"Regular","rare",11673,"Electronics"
1037,"Regular","occasional",13791,"Food"
1038,"Silver","rare",13294,"Electronics"
1039,"Silver","occasional",14097,"Books"
1040,"Gold","occasional",13280,"Health"
1041,"Regular","occasional",6635,"Books"
1042,"Gold","occasional",6280,"Clothing"
1043,"Gold","occasional",7708,"Electronics"
1044,"Silver","occasional",6939,"Electronics"
1045,"Gold","rare",9761,"Electronics"
1046,"Regular","occasional",5163,"Electronics"
1047,"Silver","rare",5196,"Food"
1048,"Gold","frequent",15553,"Food"
1049,"Silver","rare",14432,"Books"
1050,"Silver","rare",5036,"Home"
1051,"Regular","rare",14298,"Electronics"
1052,"Regular","rare",12994,"Clothing"
1053,"Gold","rare",4882,"Beauty"
1054,"Regular","frequent",13994,"Food"
1055,"Regular","rare",9232,"Electronics"
1056,"Regular","rare",10599,"Electronics"
1057,"Regular","frequent",8891,"Clothing"
1058,"Silver","occasional",10835,"Electronics"
1059,"Silver","frequent",11280,"Electronics"
1060,"Regular","frequent",4280,"Clothing"
1061,"Silver","rare",5054,"Home"
1062,"Regular","rare",16222,"Books"
1063,"Regular","frequent",1919,"Electronics"
1064,"Regular","rare",19162,"Electronics"
1065,"Silver","rare",1920,"Food"
1066,"Regular","frequent",16333,"Books"
1067,"Gold","occasional",6766,"Food"
1068,"Regular","frequent",3568,"Food"
1069,"Regular","rare",17721,"Clothing"
1070,"Silver","frequent",6637,"Food"
1071,"Regular","occasional",17633,"Electronics"
1072,"Regular","rare",11577,"Electronics"
1073,"Silver","occasional",16277,"Books"
1074,"Gold","occasional",15120,"Electronics"
1075,"Regular","rare",8928,"Beauty"
1076,"Regular","frequent",12892,"Electronics"
1077,"Regular","rare",5884,"Books"
1078,"Gold","occasional",10466,"Electronics"
1079,"Regular","occasional",10007,"Food"
1080,"Gold","rare",16269,"Electronics"
1081,"Gold","rare",4806,"Electronics"
1082,"Regular","frequent",2681,"Books"
1083,"Silver","rare",4064,"Food"
1084,"Regular","occasional",9897,"Books"
1085,"Regular","occasional",10127,"Beauty"
1086,"Regular","frequent",7706,"Books"
1087,"Silver","rare",12457,"Health"
1088,"Regular","frequent",6770,"Home"
1089,"Silver","rare",14955,"Books"
1090,"Regular","rare",8600,"Food"
1091,"Gold","rare",16185,"Electronics"
1092,"Regular","rare",11513,"Clothing"
1093,"Regular","occasional",1923,"Home"
1094,"Regular","occasional",11223,"Books"
1095,"Regular","occasional",6632,"Clothing"
1096,"Silver","occasional",6296,"Clothing"
1097,"Silver","occasional",2542,"Electronics"
1098,"Regular","rare",3946,"Health"
1099,"Gold","rare",9363,"Beauty"
1100,"Silver","rare",18519,"Books"
1101,"Regular","rare",12638,"Food"
1102,"Regular","rare",8511,"Clothing"
1103,"Regular","occasional",10298,"Clothing"
1104,"Regular","rare",12556,"Electronics"
1105,"Regular","frequent",12725,"Beauty"
1106,"Regular","occasional",14382,"Clothing"
1107,"Silver","occasional",17244,"Electronics"
1108,"Silver","occasional",5276,"Electronics"
1109,"Gold","occasional",4980,"Electronics"
1110,"Silver","rare",1416,"Food"
1111,"Regular","rare",9997,"Electronics"
1112,"Regular","rare",5456,"Food"
1113,"Regular","rare",5009,"Health"
1114,"Silver","rare",3059,"Clothing"
1115,"Regular","rare",4290,"Electronics"
1116,"Gold","rare",12247,"Clothing"
1117,"Silver","rare",8097,"Food"
1118,"Gold","occasional",11235,"Clothing"
1119,"Regular","rare",11829,"Books"
1120,"Regular","rare",8120,"Books"
1121,"Silver","occasional",4649,"Clothing"
1122,"Silver","rare",14243,"Books"
1123,"Regular","occasional",11566,"Electronics"
1124,"Regular","occasional",8778,"Food"
1125,"Regular","frequent",11020,"Books"
1126,"Regular","occasional",3634,"Electronics"
1127,"Silver","frequent",7564,"Health"
1128,"Silver","rare",6062,"Electronics"
1129,"Gold","occasional",12875,"Books"
1130,"Regular","occasional",6384,"Home"
1131,"Regular","occasional",18679,"Books"
1132,"Gold","occasional",15914,"Clothing"
1133,"Regular","rare",11783,"Books"
1134,"Regular","occasional",9818,"Home"
1135,"Regular","rare",17861,"Electronics"
1136,"Regular","frequent",2528,"Food"
1137,"Regular","occasional",3865,"Clothing"
1138,"Silver","occasional",12273,"Electronics"
1139,"Silver","rare",18027,"Electronics"
1140,"Regular","frequent",16275,"Books"
1141,"Regular","occasional",5953,"Electronics"
1142,"Regular","frequent",7742,"Clothing"
1143,"Regular","occasional",11785,"Electronics"
1144,"Silver","rare",5801,"Electronics"
1145,"Silver","occasional",16085,"Electronics"
1146,"Silver","rare",11514,"Electronics"
1147,"Regular","frequent",18593,"Electronics"
1148,"Regular","occasional",6633,"Beauty"
1149,"Silver","occasional",10122,"Beauty"
1150,"Regular","occasional",8603,"Electronics"
1151,"Silver","occasional",9768,"Books"
