"id","age","gender","education","region"
917,36,"Male","HighSchool","East"
918,21,"Male","College","West"
919,32,"Male","Bachelor","South"
920,37,"Female","College","North"
921,28,"Male","Bachelor","East"
922,29,"Female","College","East"
923,30,"Female","Masters","East"
924,32,"Male","HighSchool","South"
925,33,"Male","College","South"
926,36,"Female","Bachelor","East"
927,30,"Male","College","South"
928,31,"Female","College","West"
929,41,"Male","College","South"
930,32,"Male","Bachelor","West"
931,31,"Female","College","North"
932,24,"Female","College","East"
933,30,"Male","College","South"
934,29,"Female","Bachelor","East"
935,30,"Male","College","West"
936,27,"Female","Bachelor","East"
937,27,"Male","HighSchool","South"
938,27,"Male","Bachelor","West"
939,29,"Male","College","East"
940,36,"Female","Bachelor","East"
941,35,"Female","Masters","South"
942,28,"Male","College","East"
943,22,"Male","Bachelor","West"
944,26,"Female","HighSchool","East"
945,28,"Male","HighSchool","East"
946,30,"Male","Bachelor","West"
947,27,"Male","College","West"
948,39,"Male","College","West"
949,29,"Female","Bachelor","West"
950,25,"Female","College","East"
951,29,"Female","College","West"
952,26,"Male","Bachelor","East"
953,31,"Male","Masters","East"
954,31,"Male","Bachelor","East"
955,32,"Female","Masters","West"
956,23,"Male","HighSchool","West"
957,31,"Male","College","South"
958,31,"Male","Masters","North"
959,24,"Male","Bachelor","West"
960,34,"Female","College","East"
961,34,"Male","HighSchool","South"
962,40,"Female","Masters","North"
963,31,"Male","College","East"
964,30,"Female","HighSchool","North"
965,30,"Female","College","West"
966,30,"Male","Bachelor","North"
967,22,"Male","College","West"
968,23,"Female","College","South"
969,30,"Male","Masters","East"
970,27,"Male","College","East"
971,30,"Female","Bachelor","North"
972,21,"Female","Masters","East"
973,23,"Female","College","East"
974,25,"Female","HighSchool","South"
975,34,"Male","College","South"
976,25,"Male","Masters","East"
977,26,"Male","Bachelor","South"
978,30,"Male","College","West"
979,29,"Female","Bachelor","West"
980,31,"Male","College","East"
981,40,"Female","HighSchool","East"
982,25,"Male","College","South"
983,29,"Male","College","West"
984,28,"Male","HighSchool","East"
985,37,"Male","College","South"
986,27,"Female","HighSchool","West"
987,30,"Male","Bachelor","West"
988,34,"Female","HighSchool","South"
989,25,"Male","Bachelor","West"
990,37,"Female","HighSchool","West"
991,33,"Female","College","North"
992,25,"Female","HighSchool","South"
993,32,"Male","Bachelor","West"
994,29,"Female","HighSchool","West"
995,31,"Male","Masters","West"
996,30,"Female","College","West"
997,35,"Male","Bachelor","South"
998,24,"Male","HighSchool","West"
999,28,"Male","Bachelor","West"
1000,29,"Female","Bachelor","East"
1001,26,"Male","College","East"
1002,25,"Female","Masters","West"
1003,30,"Female","College","North"
1004,29,"Male","College","South"
1005,19,"Female","College","West"
1006,35,"Male","Bachelor","South"
1007,31,"Male","Masters","South"
1008,41,"Female","Bachelor","East"
1009,33,"Male","College","East"
1010,28,"Male","College","West"
1011,43,"Male","HighSchool","East"
1012,43,"Male","College","South"
1013,25,"Female","College","West"
1014,32,"Male","College","South"
1015,29,"Female","HighSchool","South"
1016,31,"Male","Masters","North"
1017,31,"Female","Bachelor","West"
1018,24,"Female","Bachelor","East"
1019,31,"Female","College","South"
1020,38,"Female","HighSchool","West"
1021,29,"Male","College","South"
1022,29,"Male","Bachelor","South"
1023,36,"Male","Bachelor","West"
1024,34,"Female","College","West"
1025,23,"Male","HighSchool","North"
1026,31,"Male","College","North"
1027,37,"Female","Masters","East"
1028,36,"Female","College","West"
1029,32,"Male","Bachelor","North"
1030,33,"Male","HighSchool","West"
1031,25,"Female","College","East"
1032,31,"Female","College","West"
1033,26,"Male","College","East"
1034,28,"Female","Bachelor","West"
1035,34,"Female","Bachelor","East"
1036,25,"Female","College","South"
1037,31,"Female","College","South"
1038,32,"Female","HighSchool","West"
1039,30,"Male","HighSchool","West"
1040,38,"Female","College","West"
1041,25,"Female","Bachelor","West"
1042,33,"Female","College","South"
1043,30,"Female","Masters","North"
1044,29,"Female","College","West"
1045,32,"Male","HighSchool","South"
1046,25,"Female","Bachelor","West"
1047,24,"Male","Bachelor","West"
1048,28,"Male","Masters","North"
1049,38,"Female","Bachelor","North"
1050,30,"Male","HighSchool","West"
1051,31,"Female","College","North"
1052,29,"Male","College","East"
1053,32,"Male","College","West"
1054,26,"Female","HighSchool","South"
1055,35,"Male","College","West"
1056,33,"Male","HighSchool","East"
1057,26,"Female","College","West"
1058,30,"Female","HighSchool","West"
1059,33,"Male","College","West"
1060,32,"Male","College","West"
1061,37,"Female","College","West"
1062,27,"Female","Bachelor","South"
1063,35,"Male","College","South"
1064,35,"Male","College","West"
1065,29,"Female","Bachelor","West"
1066,26,"Male","College","West"
1067,25,"Male","College","South"
1068,32,"Male","Masters","North"
1069,30,"Female","College","East"
1070,38,"Male","College","West"
1071,32,"Female","HighSchool","North"
1072,28,"Female","College","South"
1073,25,"Female","College","West"
1074,27,"Male","College","North"
1075,32,"Male","College","East"
1076,28,"Female","Masters","South"
1077,32,"Male","College","East"
1078,29,"Female","Masters","East"
1079,30,"Male","Masters","East"
1080,27,"Male","College","East"
1081,39,"Male","College","South"
1082,31,"Female","HighSchool","West"
1083,31,"Female","College","West"
1084,22,"Female","Bachelor","East"
1085,33,"Female","Bachelor","North"
1086,25,"Female","HighSchool","East"
1087,26,"Male","Bachelor","East"
1088,34,"Male","College","West"
1089,28,"Female","College","East"
1090,22,"Female","Bachelor","South"
1091,38,"Male","College","East"
1092,19,"Male","HighSchool","North"
1093,33,"Female","Bachelor","North"
1094,35,"Female","Bachelor","East"
1095,27,"Male","Masters","East"
1096,32,"Female","College","South"
1097,32,"Male","Masters","South"
1098,35,"Male","Masters","West"
1099,32,"Female","HighSchool","East"
1100,29,"Female","HighSchool","North"
1101,34,"Female","College","West"
1102,34,"Male","College","North"
1103,26,"Male","Masters","East"
1104,24,"Male","College","North"
1105,31,"Female","College","South"
1106,29,"Male","College","East"
1107,26,"Female","Masters","North"
1108,30,"Female","Bachelor","East"
1109,24,"Female","HighSchool","East"
1110,31,"Male","College","West"
1111,27,"Female","Bachelor","West"
1112,34,"Female","College","South"
1113,41,"Male","College","West"
1114,26,"Male","Masters","West"
1115,35,"Male","HighSchool","South"
1116,34,"Male","College","South"
1117,30,"Female","College","South"
1118,28,"Male","HighSchool","North"
1119,37,"Male","Bachelor","North"
1120,21,"Female","Bachelor","West"
1121,27,"Female","HighSchool","East"
1122,24,"Female","College","North"
1123,36,"Female","College","East"
1124,29,"Female","College","East"
1125,28,"Male","HighSchool","South"
1126,44,"Male","HighSchool","South"
1127,30,"Female","HighSchool","South"
1128,28,"Male","College","East"
1129,31,"Male","HighSchool","West"
1130,23,"Male","Bachelor","South"
1131,32,"Male","College","North"
1132,30,"Female","HighSchool","North"
1133,32,"Male","Bachelor","North"
1134,26,"Female","College","South"
1135,25,"Female","HighSchool","South"
1136,27,"Male","Bachelor","West"
1137,27,"Male","HighSchool","South"
1138,36,"Female","College","South"
1139,37,"Female","HighSchool","East"
1140,29,"Male","College","South"
1141,28,"Male","College","West"
1142,29,"Female","College","North"
1143,30,"Female","College","West"
1144,30,"Male","HighSchool","South"
1145,31,"Female","Bachelor","East"
1146,27,"Male","College","North"
1147,26,"Male","Bachelor","South"
1148,35,"Female","College","East"
1149,28,"Male","HighSchool","East"
1150,31,"Female","College","East"
1151,30,"Female","College","South"
1152,26,"Male","Bachelor","East"
1153,33,"Male","College","West"
1154,31,"Female","Bachelor","North"
1155,36,"Male","HighSchool","North"
1156,31,"Female","College","West"
1157,29,"Female","College","South"
1158,31,"Male","College","East"
1159,25,"Male","Bachelor","West"
1160,26,"Female","College","North"
1161,32,"Female","HighSchool","East"
1162,29,"Male","Bachelor","North"
1163,30,"Male","College","East"
1164,29,"Female","Bachelor","West"
1165,27,"Male","Bachelor","East"
1166,21,"Female","College","West"
1167,32,"Female","College","West"
1168,33,"Male","College","South"
1169,24,"Male","College","North"
1170,37,"Female","Bachelor","East"
1171,32,"Female","College","West"
1172,36,"Male","Bachelor","North"
1173,26,"Female","College","South"
1174,31,"Female","College","North"
1175,30,"Female","HighSchool","East"
1176,33,"Male","Bachelor","East"
1177,27,"Female","College","North"
1178,30,"Female","Bachelor","North"
1179,22,"Male","Bachelor","West"
1180,27,"Male","HighSchool","East"
1181,31,"Male","College","East"
1182,27,"Male","College","East"
1183,30,"Male","Masters","South"
1184,28,"Female","Bachelor","East"
1185,33,"Female","Bachelor","East"
1186,35,"Female","HighSchool","East"
1187,26,"Male","HighSchool","West"
1188,29,"Female","HighSchool","East"
1189,36,"Male","College","South"
1190,20,"Female","Bachelor","West"
1191,29,"Male","College","North"
1192,39,"Female","College","South"
1193,40,"Female","Masters","East"
1194,31,"Female","HighSchool","North"
1195,26,"Male","Bachelor","West"
1196,31,"Female","Bachelor","North"
1197,27,"Male","HighSchool","North"
1198,36,"Male","HighSchool","South"
1199,26,"Female","Masters","West"
1200,32,"Female","Bachelor","South"
1201,33,"Male","Bachelor","East"
1202,27,"Female","HighSchool","East"
1203,34,"Female","Bachelor","West"
1204,27,"Male","HighSchool","North"
1205,33,"Male","Bachelor","West"
1206,35,"Female","College","South"
1207,26,"Female","College","West"
1208,35,"Male","HighSchool","West"
1209,28,"Female","College","East"
1210,31,"Male","College","East"
1211,31,"Female","College","West"
1212,28,"Male","College","East"
1213,31,"Female","HighSchool","West"
1214,24,"Female","College","West"
1215,29,"Male","Bachelor","West"
1216,34,"Female","College","South"
1217,20,"Female","College","West"
1218,23,"Male","College","West"
1219,25,"Male","Bachelor","East"
1220,23,"Female","College","West"
1221,32,"Female","College","East"
1222,26,"Female","Bachelor","East"
1223,20,"Female","College","East"
1224,27,"Male","Bachelor","West"
1225,28,"Male","HighSchool","South"
1226,34,"Female","Bachelor","South"
1227,25,"Female","Bachelor","South"
1228,35,"Male","College","West"
1229,32,"Female","Bachelor","North"
1230,32,"Female","Bachelor","North"
1231,26,"Female","Masters","South"
1232,39,"Male","HighSchool","North"
1233,29,"Female","HighSchool","West"
1234,22,"Female","Bachelor","South"
1235,29,"Male","College","South"
1236,21,"Male","HighSchool","West"
1237,29,"Male","Masters","North"
1238,28,"Female","Bachelor","West"
1239,33,"Female","College","West"
1240,35,"Female","Bachelor","West"
1241,27,"Female","College","East"
1242,34,"Female","College","East"
1243,36,"Male","Bachelor","East"
1244,26,"Female","Bachelor","North"
1245,27,"Female","HighSchool","West"
1246,33,"Male","College","West"
1247,31,"Female","College","South"
1248,32,"Female","College","East"
1249,36,"Male","HighSchool","West"
1250,32,"Female","Masters","North"
1251,35,"Female","Bachelor","West"
1252,33,"Female","College","East"
1253,32,"Female","Bachelor","West"
1254,32,"Male","College","East"
1255,36,"Male","HighSchool","West"
1256,26,"Male","College","North"
1257,25,"Male","College","North"
1258,33,"Male","HighSchool","West"
1259,29,"Male","Bachelor","West"
1260,30,"Male","Bachelor","West"
1261,33,"Female","College","East"
1262,33,"Male","Bachelor","West"
1263,29,"Male","College","South"
1264,29,"Female","College","South"
1265,30,"Male","Bachelor","North"
1266,35,"Female","College","West"
1267,32,"Male","Bachelor","West"
1268,36,"Female","College","West"
1269,30,"Female","College","West"
1270,35,"Female","College","West"
1271,34,"Male","College","North"
1272,33,"Female","HighSchool","East"
1273,32,"Male","HighSchool","West"
1274,29,"Male","College","South"
1275,30,"Male","HighSchool","South"
1276,31,"Male","Masters","West"
1277,30,"Female","Bachelor","South"
1278,34,"Female","Masters","North"
1279,30,"Male","Bachelor","East"
1280,30,"Male","Bachelor","South"
1281,28,"Male","Bachelor","East"
1282,29,"Male","Bachelor","North"
1283,30,"Male","College","West"
1284,20,"Male","HighSchool","South"
1285,24,"Female","HighSchool","East"
1286,30,"Female","Bachelor","East"
1287,29,"Male","College","West"
1288,25,"Male","HighSchool","East"
1289,21,"Female","Masters","North"
1290,28,"Male","Bachelor","West"
1291,33,"Female","College","South"
1292,38,"Female","Bachelor","East"
1293,30,"Male","Bachelor","South"
1294,37,"Male","College","West"
1295,30,"Male","College","West"
1296,31,"Male","College","South"
1297,31,"Male","College","West"
1298,26,"Female","Bachelor","North"
1299,30,"Male","College","West"
1300,34,"Male","HighSchool","South"
1301,27,"Male","Masters","East"
1302,29,"Male","Masters","North"
1303,25,"Female","College","West"
1304,32,"Male","College","South"
1305,32,"Male","College","East"
1306,33,"Male","College","North"
1307,25,"Female","Bachelor","South"
1308,30,"Male","Masters","North"
1309,26,"Female","College","West"
1310,30,"Female","HighSchool","West"
1311,36,"Female","Bachelor","North"
1312,28,"Male","Bachelor","West"
1313,33,"Female","College","South"
1314,27,"Female","Masters","North"
1315,28,"Male","Bachelor","North"
1316,32,"Female","HighSchool","South"
1317,27,"Female","College","South"
1318,22,"Male","College","East"
1319,36,"Male","Bachelor","East"
1320,32,"Male","HighSchool","East"
1321,27,"Female","Bachelor","West"
1322,21,"Female","Bachelor","North"
1323,39,"Female","Bachelor","North"
1324,45,"Male","Bachelor","North"
1325,31,"Female","Masters","East"
1326,34,"Female","College","North"
1327,35,"Male","College","West"
1328,27,"Female","Masters","West"
1329,28,"Male","College","West"
1330,22,"Female","Bachelor","West"
1331,27,"Female","HighSchool","South"
1332,33,"Male","Bachelor","West"
1333,29,"Female","College","East"
1334,29,"Female","Bachelor","West"
1335,29,"Female","Bachelor","East"
1336,22,"Male","HighSchool","South"
1337,34,"Female","College","East"
1338,24,"Female","College","East"
1339,29,"Female","Bachelor","West"
1340,28,"Female","Masters","West"
1341,29,"Male","Masters","South"
1342,37,"Female","HighSchool","North"
1343,27,"Female","HighSchool","South"
